,recipe_name,serving_size,cooking_time,difficulty,ingredients,recipe_url
55,Sicilian spaghetti alla Norma,serves 4,45 mins,1,"['2 aubergines', '3 cloves of garlic', '½ a bunch of fresh basil (15g)', '1 teaspoon dried oregano', '1 teaspoon dried chilli flakes', 'olive oil', '1 tablespoon baby capers', '1 tablespoon red wine vinegar', '1 x 400g tin of quality plum tomatoes', '320g dried wholewheat spaghetti', '50g pecorino cheese', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta/sicilian-spaghetti-alla-norma/
56,Super-speedy steamed salmon,serves 4,30 mins,3,"['2 red onions', '1 red pepper', '1 fresh red chilli', '½ bunch of fresh basil', 'olive oil', '1 teaspoon fennel seeds', '1 fresh bay leaf', '300g couscous', '200g cherry tomatoes', '4 x 150g salmon fillets, skin on, scaled, pin-boned, from sustainable sources', 'extra virgin olive oil', '1 lemon', '4 tablespoons natural yoghurt']",https://www.jamieoliver.com/recipes/fish/super-speedy-steamed-salmon/
57,Spaghetti atterrati,serves 4,30 mins,3,"['6 tablespoons extra virgin olive oil', '3 anchovy fillets, from sustainable sources', '1 clove of garlic', '1 fresh red chilli', '2 medium ripe tomatoes', '320g dried spaghetti', 'Parmesan cheese, to serve', '4 tablespoons fine breadcrumbs', '6 sprigs of fresh parsley', '50g walnut halves', '2 tablespoons pine nuts']",https://www.jamieoliver.com/recipes/pasta/spaghetti-atterrati/
58,Asian-inspired chicken rice balls & broth,serves 4,45 mins,3,"['130g brown rice', '1 big bunch of fresh coriander', '6 spring onions', '4 free-range chicken thighs, skin off, bone out', '1 stick of lemongrass', '5cm piece of ginger', '2 cloves of garlic', '4 lime leaves', 'sunflower oil', '8 large raw king prawns, from sustainable sources', '2½ tablespoons miso paste', '2 pak choi', '250g mangetout', '1 handful of beansprouts', 'low-salt soy sauce', '1 fresh red chilli', '1 lime']",https://www.jamieoliver.com/recipes/chicken/asian-chicken-rice-balls-broth/
59,Sri Lankan-style monkfish curry,serves 4,55 mins,3,"['500g monkfish, skinned, deboned (ask your fishmonger can do this for you), from sustainable sources', '1 teaspoon ground turmeric', '2 limes', '200g brown rice', '1 x 400ml tin of light coconut milk', '2 onions', '2 cloves of garlic', '5cm piece of ginger', '2 fresh green chillies', '10 ripe medium tomatoes, on the vine', 'groundnut oil', '1 small handful of fresh curry leaves', '3 cardamom pods', '2 teaspoons brown mustard seeds', '1 teaspoon cumin seeds', '1 teaspoon fenugreek seeds', '½ teaspoon ground turmeric', '1 knob of tamarind paste or 1 teaspoon tamarind syrup']",https://www.jamieoliver.com/recipes/fish/sri-lankan-style-monkfish-curry/
60,Rojak,serves 4,25 mins,1,"['1 large ripe mango', '1 bunch of radishes', '½ a cucumber', '½ a ripe pineapple', '125g beansprouts', '125g baby spinach', '350g firm tofu', '1 fresh red chilli', '100g unsalted peanuts', 'groundnut oil', '2 limes', '4 tablespoons extra virgin olive oil', '1 tablespoon runny honey', '1 teaspoon sambal oelek', '1 teaspoon tamarind', '1 teaspoon light brown sugar']",https://www.jamieoliver.com/recipes/vegetables/rojak/
61,Mustard chicken Milanese,serves 4,45 mins,5,"['4 x 120g free-range chicken breasts', '4 tablespoons English mustard powder, plus 4 teaspoons', '50g mature Cheddar cheese', '4 slices of higher-welfare smoked ham', '4 tablespoons plain flour', '7 large free-range eggs', '200g breadcrumbs', 'olive oil', '1 eating apple', '2 medium beetroot', '1 tablespoon cider vinegar', 'extra virgin olive oil', '100g watercress', '12 cornichons']",https://www.jamieoliver.com/recipes/chicken/mustard-chicken-milanese/
62,Red mullet with jewelled wild rice,serves 4,55 mins,3,"['4 x 250g whole red mullet, scaled and gutted, from sustainable sources', '½ a bunch of fresh lemon thyme', '4 slices of higher-welfare thin-cut smoked pancetta', 'olive oil', '300g mixed wild rice', '1 pomegranate', '½ a bunch of fresh mint', '½ a bunch of fresh flat-leaf parsley', '1 lemon', 'extra virgin olive oil', '½ x 295g jar black olives (stone in)', '1 small clove of garlic', '1 pinch of dried chilli flakes', '1 pinch of fennel seeds', '20g blanched almonds', '1 sundried tomato', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/fish/red-mullet-with-jewelled-wild-rice/
63,Chicken & tofu noodle soup,serves 2,1 hr 15 mins plus chilling overnight,3,"['2 shallots', '2 cloves of garlic', '2cm piece of ginger', '4 free-range chicken thighs, skin off, bone in', 'groundnut oil', 'sesame oil', '1 star anise', '2 tablespoons low-salt soy sauce', '100g fine rice noodles', '½ a bunch of fresh coriander (15g)', '½ a bunch of fresh mint (15g)', '100g tofu', '4 spring onions', '½ a fresh red chilli', '100g baby spinach', '4 seaweed nori sheets', '1 lime']",https://www.jamieoliver.com/recipes/chicken/chicken-tofu-noodle-soup/
64,Mexican-style roasted veg ragù,serves 6,-,3,"['2 sweet potatoes', '300g butternut squash or pumpkin', '2 carrots', '150g frozen sweetcorn', '1 tablespoon coriander seeds', '½ tablespoon dried oregano', 'olive oil', '2 onions', '2 cloves of garlic', '1 fresh red chilli', '1 green pepper', '2 sticks of celery', '2 x 400g tins of black beans', '1 x 400g tin of quality plum tomatoes', '1 bunch of fresh mint (30g)', '8 spring onions', '4 limes', '1-2 teaspoons chipotle Tabasco sauce', '300g brown rice']",https://www.jamieoliver.com/recipes/vegetables/mexican-style-roasted-veg-ragu/
65,Indian-spiced potatoes with chicken thighs,serves 6,1 hr 25 mins,3,"['800g potatoes', '4 ripe tomatoes', '1 aubergine', '1 red pepper', '1 large onion', '2 cloves of garlic', '5cm piece of ginger', '½ a bunch of fresh coriander', 'olive oil', '2 tablespoons mustard seeds', '1 handful of curry leaves', '1 heaped teaspoon turmeric', '6 large free-range chicken thighs, bone in', '2 fresh red or green chillies', 'poppadoms', '½ a bunch of fresh mint', '½ a lemon', '1cm piece of ginger', '150g natural yoghurt', '1 fresh green chilli']",https://www.jamieoliver.com/recipes/chicken/indian-spiced-potatoes-with-chicken-thighs/
66,Food Allergy Mums' chicken casserole,serves 4,35 mins,3,"['2 tablespoons olive oil', '4-6 boneless higher-welfare chicken thighs with skin on (depending on the age and appetite of your children)', '100g higher-welfare bacon lardons or chopped bacon', '1 large onion, chopped', '2 small sweet potatoes, peeled and cut into cubes', '16 button mushrooms, cut into quarters', '500ml fresh chicken stock', '3 sprigs of thyme']",https://www.jamieoliver.com/recipes/chicken/food-allergy-mums-chicken-casserole/
67,Punchy salmon salad,serves 2,1 hr,3,"['2 cloves of garlic', '½ a fresh red chilli', '2cm piece of ginger', '½ a bunch of fresh coriander (15g)', '¼ of a cucumber', '2 limes', '1 tablespoon sesame oil', '300g new potatoes', '160g green beans', 'optional: 1 green teabag', '225g salmon fillet, skin on, scaled, pin-boned, from sustainable sources', '1 tablespoon sesame seeds', 'groundnut oil', '2 spring onions']",https://www.jamieoliver.com/recipes/fish/punchy-salmon-salad/
68,Griddled avocado & broccoli tacos,serves 0,40 mins,3,"['50g pumpkin seeds', '1 head of broccoli', 'olive oil', '3 ripe avocados', 'ground cayenne pepper', '16 tacos', '1 large bunch of fresh coriander (60g)', '250g ricotta cheese', '1 splash of milk', '2 limes', '1 clove of garlic']",https://www.jamieoliver.com/recipes/avocado/avocado-and-broccoli-tacos/
69,Spicy corn & chickpea burgers,serves 4,40 mins plus chilling,3,"['800g sweet potatoes', '2 teaspoons smoked paprika', 'olive oil', '1 x 400g tin of chickpeas', '1 x 340g tin of sweetcorn', '½ a bunch of fresh coriander', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '3 heaped tablespoons plain flour, plus extra for dusting', '1 lemon', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/vegetables/spicy-corn-chickpea-burgers/
70,Sizzling steak stir-fry,serves 4,25 mins,3,"['320g tenderstem broccoli', '2 x 250g lean flank steak', '2 teaspoons coriander seeds', '250g medium free-range egg noodles', '3 teaspoons sesame oil', '1 red onion', '2 cloves of garlic', '6cm piece of fresh ginger', 'olive oil', '3 tablespoons soy sauce', '1 lime', '1 fresh red chilli']",https://www.jamieoliver.com/recipes/beef/sizzling-steak-stir-fry/
71,Oozy courgette risotto,serves 4,40 mins,3,"['1 large onion', '1 large clove of garlic', '2 sticks of celery', '1 knob of unsalted butter', 'olive oil', '2 small courgettes (300g)', '800ml organic vegetable stock', '1 bunch of fresh basil', '40g Italian hard cheese', '300g arborio rice', 'optional: 200ml white wine', '1 fresh red chilli', '2 x 125g balls of buffalo mozzarella']",https://www.jamieoliver.com/recipes/rice/oozy-courgette-risotto/
72,Post-gym super salad,serves 1,30 mins,3,"['60g regular, black or red quinoa', '¼ of a small cucumber', '¼ of a small iceberg lettuce', '½ a small carrot', '½ an eating apple', '1 ripe tomato', '½-1 fresh red chilli', '2 sprigs of fresh mint', '1 small handful of baby spinach', '1 lime', '1 heaped tablespoon natural yoghurt', '1 teaspoon hot chilli sauce', '80g leftover cooked skinless chicken breast', '½ a punnet of cress']",https://www.jamieoliver.com/recipes/vegetables/post-gym-super-salad/
73,Celeriac soup,serves 4,1 hr,3,"['1 large celeriac', '1 quince', '2 banana shallots', '2 cloves of garlic', 'olive oil', '1 organic chicken stock cube', '1 teaspoon ground cumin', '1 pinch of ground cinnamon', '1 teaspoon sugar', '1 small handful of walnuts', '1 tablespoon crème fraîche', 'a few sprigs of fresh dill']",https://www.jamieoliver.com/recipes/vegetables/celeriac-quince-soup/
74,Cool Mexican bean wraps,serves 4,40 mins,3,"['1 onion', '1 red pepper', '60g Cheddar cheese', 'olive oil', '1 clove of garlic', '1 teaspoon chilli powder', '1 teaspoon tomato purée', '1 x 400g tin of plum tomatoes', '1 x 400g tin of red kidney beans', '4 large flour tortillas', '2 large handfuls of mixed salad leaves', 'balsamic vinegar']",https://www.jamieoliver.com/recipes/vegetables/cool-mexican-bean-wraps/
75,Healthy chicken Caesar,serves 2,25 mins,3,"['1 lemon', '15g Parmesan cheese', '2 anchovy fillets in oil', '4 heaped tablespoons natural yoghurt', '½ teaspoon English mustard', '1 teaspoon Worcestershire sauce', 'white wine vinegar', 'extra virgin olive oil', '1 small red onion', '½ a small cauliflower (300g)', '1 romaine lettuce', 'olive oil', '1 sprig of fresh rosemary', '2 x 120g free-range skinless chicken breasts', '1 thick slice of wholemeal bread']",https://www.jamieoliver.com/recipes/chicken/healthy-chicken-caesar/
76,Salsa spaghetti,serves 4,15 mins,3,"['320g dried spaghetti', '600g mixed ripe tomatoes', '12 black olives (stone in)', '1 bunch of fresh basil', '1 clove of garlic', 'extra virgin olive oil', '2 tablespoons red wine vinegar', '20g hard Italian cheese']",https://www.jamieoliver.com/recipes/pasta/salsa-spaghetti/
77,Gurkha chicken curry,serves 8,1 hr 45 mins plus marinating,3,"['8 large free-range chicken thighs, skin on, bone in', '1 large onion', '3 potatoes', '4 large ripe tomatoes', '½ a bunch of fresh coriander (15g)', 'vegetable oil', '1 stick of cinnamon', '4 cloves', '1 teaspoon cumin seeds', '3 fresh bay leaves', '1 teaspoon ground turmeric', '1 tablespoon ground coriander', 'optional: 1 fresh red chilli', '5cm piece of ginger', '1 bulb of garlic', '1 teaspoon fennel seeds', '5 cardamom pods', '1 teaspoon hot chilli powder', '1 lemon', '250ml fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/chicken/gurkha-chicken-curry/
78,Pomegranate-glazed mackerel with satsuma & fennel salad,serves 4,1 hr 10 mins,3,"['40ml pomegranate molasses', '40ml runny honey', '2 satsumas or 1 orange', '4 mackerel fillets, from sustainable sources', '2 medium beetroots', '1 small red onion', '1 small fennel', '4 satsumas', '1 bunch of fresh dill', '4 tablespoons extra virgin olive oil', '1 lemon', '1 tablespoon pomegranate molasses', '1 teaspoon runny honey']",https://www.jamieoliver.com/recipes/fish/pomegranate-glazed-mackerel-with-satsuma-fennel-salad/
79,Essex gumbo,serves 10,2 hrs 10 mins,3,"['200g quality chorizo', '1 onion', '3 sticks of celery', '3 mixed-colour peppers', '4 cloves of garlic', '2 fresh mixed-colour chillies', '2 medium sweet potatoes', '4 sprigs of fresh rosemary', '4 sprigs of fresh thyme', '4 fresh bay leaves', '1 teaspoon cayenne pepper', '1 heaped tablespoon plain flour', '1 x 400g tin of quality plum tomatoes', '300g okra', '300g white crabmeat, from sustainable sources', '4 sprigs of fresh curly parsley', '1 x 1.6kg whole free-range chicken, jointed, skin on, carcass reserved (ask your butcher)', 'olive oil', '12 large raw shell-on tiger prawns, from sustainable sources', '1 teaspoon cayenne pepper', '1.5 litres quality organic chicken stock', '6 fresh Scotch bonnet chillies', '2 fresh bay leaves', 'extra virgin olive oil', 'white or red wine vinegar']",https://www.jamieoliver.com/recipes/seafood/essex-gumbo/
80,Spiced lamb flatbreads,serves 8,7 hrs 20 mins,3,"['1.4kg lamb shoulder, bone in', '1 teaspoon cumin seeds', '2 teaspoons coriander seeds', '1 teaspoon fennel seeds', '1 pinch of saffron', 'white pepper', '1 sprig of fresh rosemary', '½ a bunch of fresh thyme (15g)', '1 orange', '100g unsalted butter (at room temperature)', '1.5kg large ripe tomatoes, on the vine', '1 bulb of garlic', 'olive oil', '200g plain wholemeal flour, plus extra for dusting', '2 cos lettuce', '1 pomegranate', '2 tablespoons rose harissa', '½ a bunch of fresh mint (15g)', '150ml Greek yoghurt', '1 tablespoon red wine vinegar', '½ a red cabbage (400g)', '½ a bunch of fresh flat-leaf parsley (15g)', '2 tablespoons red wine vinegar', '1 pinch of ground cloves']",https://www.jamieoliver.com/recipes/lamb/spiced-lamb-flatbreads/
81,Mega meatball sub,serves 6,1 hr,3,"['olive oil', '1 small potato', '500g minced higher-welfare pork shoulder', '500g minced beef', '4 sprigs of fresh rosemary', '6 submarine rolls', 'red wine vinegar', '100g Red Leicester cheese', '50g watercress', '2 red onions', '1 bulb of fennel', '1 heaped tablespoon plain flour', '100ml porter or stout', '1 litre quality organic chicken stock', '1 tablespoon HP sauce', '1 tablespoon tomato ketchup', '1 tablespoon Worcestershire sauce', '1 teaspoon English mustard', '1 tablespoon mango chutney']",https://www.jamieoliver.com/recipes/beef/mega-meatball-sub/
82,Anna Friel's Balinese pork stew,serves 8,2 hrs 40 mins,3,"['750g skinless boneless higher-welfare pork belly, cut into finger-length strips', '750g higher-welfare pork ribs, halved', 'olive oil', '300g Chinese long beans or green beans', '300g pattypan squash', '½ a Chinese cabbage', '4 lime leaves', '2 x 400g tins of light coconut milk', '500g jasmine rice', '4 limes', '20g fresh turmeric', '80g galangal or ginger', '400g small Thai shallots', '1 bulb of garlic', '2 fresh red bird’s-eye chillies', '3 fresh red chillies', '5 candlenuts or macadamia nuts', '1 tablespoon each of black and white peppercorns', '50g palm sugar', '1 teaspoon shrimp paste', '3 small Thai shallots', '2 fresh red bird’s-eye chillies', '3 kaffir lime leaves', '2 sticks of lemongrass', '2 limes', 'coconut oil']",https://www.jamieoliver.com/recipes/pork/anna-friel-s-balinese-pork-stew/
83,Goldie Hawn's fettuccine Alfredo,serves 4,45 mins plus resting,3,"['½ x Royal pasta dough', 'fine semolina, for dusting', '150ml double cream', '150ml single cream', '1 large free-range egg', '60g Parmesan cheese, plus extra to serve', '1 fresh truffle or 1 whole nutmeg, for grating', 'truffle oil']",https://www.jamieoliver.com/recipes/pasta/goldie-hawn-s-fettuccine-alfredo/
84,Fearne Cotton's Mexican fish tacos,serves 4,1 hr 25 mins,3,"['1 bulb of garlic', '½ a red cabbage (400g)', '1 fresh green jalapeño chilli', '1 tablespoon red wine vinegar', '150g soured cream or natural yoghurt', '1 lime', '4 sprigs of fresh flat-leaf parsley', '4–8 flour tortillas', '1 x 400g tin of cannellini beans', 'olive oil', '4 x 200g haddock fillets, skin on, scaled, pin-boned, from sustainable sources', '1 lemon', '1 small fresh pineapple', '1 small red onion', '½ a bunch of fresh mint (15g)', '2 fresh mixed-colour chillies', '2 limes', 'extra virgin olive oil', '½ a small red onion', '2 spring onions', '1–2 fresh red chillies', '2 ripe tomatoes', '3 ripe avocados', '½ a bunch of fresh mint (15g)', '1 lime']",https://www.jamieoliver.com/recipes/fish/mexican-fish-tacos/
85,Jamie's easy turkey,serves 12,3 hrs,3,"['1 x 6kg higher-welfare turkey, with giblets', '125g unsalted butter', '1 clementine', '½ a bunch of fresh woody herbs, such as bay, sage, rosemary', '2 onions', '2 sticks of celery', '2 carrots']",https://www.jamieoliver.com/recipes/turkey/jamie-s-easy-turkey/
